1D 255 -512,000000 260608,000000	[nbin xmin xmax]
167936,000000	267,509453
168960,000000	267,600469
169984,000000	267,696797
171008,000000	267,907891
172032,000000	268,071250
173056,000000	268,183047
174080,000000	268,355391
175104,000000	268,503359
176128,000000	268,651172
177152,000000	268,774375
178176,000000	268,896250
179200,000000	269,089688
180224,000000	269,260625
181248,000000	269,485469
182272,000000	269,586172
183296,000000	269,825000
184320,000000	269,894844
185344,000000	269,995234
186368,000000	270,218125
187392,000000	270,292734
188416,000000	270,424531
189440,000000	270,650234
190464,000000	270,710937
191488,000000	270,803438
192512,000000	270,915156
193536,000000	270,867656
194560,000000	271,013359
195584,000000	271,105391
196608,000000	271,337891
197632,000000	271,374062
198656,000000	271,361953
199680,000000	271,343984
200704,000000	271,435625
201728,000000	271,519453
202752,000000	271,652422
203776,000000	271,608281
204800,000000	271,729141
205824,000000	271,822266
206848,000000	271,825156
207872,000000	272,005547
208896,000000	272,102578
209920,000000	271,992187
210944,000000	272,118906
211968,000000	272,054453
212992,000000	272,141172
214016,000000	272,233437
215040,000000	272,286094
216064,000000	272,270156
217088,000000	272,254531
218112,000000	272,282266
219136,000000	272,411484
220160,000000	272,395469
221184,000000	272,489687
222208,000000	272,453516
223232,000000	272,392500
224256,000000	272,371172
225280,000000	272,501328
226304,000000	272,462734
227328,000000	272,498672
228352,000000	272,591875
229376,000000	272,630781
230400,000000	272,644375
231424,000000	272,593750
232448,000000	272,598594
233472,000000	272,682500
234496,000000	272,579766
235520,000000	272,687266
236544,000000	272,598359
237568,000000	272,671875
238592,000000	272,654375
239616,000000	272,719375
240640,000000	272,619453
241664,000000	272,768203
242688,000000	272,754141
243712,000000	272,676484
244736,000000	272,688047
245760,000000	272,790937
246784,000000	272,771562
247808,000000	272,912813
248832,000000	272,895312
249856,000000	272,798203
250880,000000	272,825313
251904,000000	272,868516
252928,000000	272,926953
253952,000000	272,899531
254976,000000	272,864453
256000,000000	272,853125
257024,000000	272,881719
258048,000000	272,822969
259072,000000	272,928828
260096,000000	272,938281
